Scene_ID,Chapitre,Description,Prompt_Whisk,Prompt_Flow,Prompt_Midjourney
P01,Hook,"Portrait — Soundiata Keïta, close-up face, intense determined gaze","Cinematic historical portrait/scene, Soundiata Keïta, close-up face, intense determined gaze, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata Keïta, close-up face, intense determined gaze. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata Keïta, close-up face, intense determined gaze, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P02,Contexte,"Portrait — Soundiata Keïta in royal Mandé regalia, half body","Cinematic historical portrait/scene, Soundiata Keïta in royal Mandé regalia, half body, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata Keïta in royal Mandé regalia, half body. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata Keïta in royal Mandé regalia, half body, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P03,Ascension,"Portrait — young Soundiata overcoming his disability, rising","Cinematic historical portrait/scene, young Soundiata overcoming his disability rising, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","young Soundiata overcoming his disability, rising. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","young Soundiata overcoming his disability rising, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P04,Guerre,"Portrait — Soundiata in council with clan leaders","Cinematic historical portrait/scene, Soundiata in council with clan leaders, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata in council with clan leaders. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata in council with clan leaders, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P05,Contre-offensive,"Portrait — Soundiata in war attire before Kirina","Cinematic historical portrait/scene, Soundiata in war attire before Kirina, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata in war attire before Kirina. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata in war attire before Kirina, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P06,Chute,"Portrait — Soundiata enthroned as Mansa, dignified","Cinematic historical portrait/scene, Soundiata enthroned as Mansa, dignified, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata enthroned as Mansa, dignified. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata enthroned as Mansa, dignified, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P07,Oubli,"Portrait — Soundiata Keïta in profile, symbolic","Cinematic historical portrait/scene, Soundiata Keïta in profile, symbolic, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata Keïta in profile, symbolic. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata Keïta in profile, symbolic, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P08,Héritage,"Portrait — Balla Fasséké, the griot and counselor","Cinematic historical portrait/scene, Balla Fasséké the griot and counselor, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Balla Fasséké, the griot and counselor. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Balla Fasséké the griot and counselor, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P09,Hook,"Portrait — Soumaoro Kanté, the Sosso king, menacing","Cinematic historical portrait/scene, Soumaoro Kanté the Sosso king menacing, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soumaoro Kanté, the Sosso king, menacing. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soumaoro Kanté the Sosso king menacing, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
P10,Contexte,"Portrait — Soundiata as elder emperor, reflective","Cinematic historical portrait/scene, Soundiata as elder emperor, reflective, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata as elder emperor, reflective. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata as elder emperor, reflective, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S01,Ascension,"Scène historique — royal court of the Mandé, ceremony","Cinematic historical portrait/scene, royal court of the Mandé ceremony, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","royal court of the Mandé, ceremony. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","royal court of the Mandé ceremony, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S02,Guerre,"Scène historique — daily life in the Mandé before the war","Cinematic historical portrait/scene, daily life in the Mandé before the war, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","daily life in the Mandé before the war. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","daily life in the Mandé before the war, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S03,Contre-offensive,"Scène historique — Soundiata's coalition army marching","Cinematic historical portrait/scene, Soundiata's coalition army marching, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata's coalition army marching. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata's coalition army marching, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S04,Chute,"Scène historique — Battle of Kirina, cavalry and archers in chaos","Cinematic historical portrait/scene, Battle of Kirina cavalry and archers in chaos, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Battle of Kirina, cavalry and archers in chaos. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Battle of Kirina cavalry and archers in chaos, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S05,Oubli,"Scène historique — the Sosso army of Soumaoro advancing","Cinematic historical portrait/scene, the Sosso army of Soumaoro advancing, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","the Sosso army of Soumaoro advancing. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","the Sosso army of Soumaoro advancing, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S06,Héritage,"Scène historique — fortified Mandé town under attack","Cinematic historical portrait/scene, fortified Mandé town under attack, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","fortified Mandé town under attack. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","fortified Mandé town under attack, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S07,Hook,"Scène historique — the clans swearing alliance against the Sosso","Cinematic historical portrait/scene, the clans swearing alliance against the Sosso, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","the clans swearing alliance against the Sosso. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","the clans swearing alliance against the Sosso, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S08,Contexte,"Scène historique — village burning, aftermath of a Sosso raid","Cinematic historical portrait/scene, village burning aftermath of a Sosso raid, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","village burning, aftermath of a Sosso raid. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","village burning aftermath of a Sosso raid, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S09,Ascension,"Scène historique — the Kurukan Fuga assembly proclaiming the charter","Cinematic historical portrait/scene, the Kurukan Fuga assembly proclaiming the charter, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","the Kurukan Fuga assembly proclaiming the charter. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","the Kurukan Fuga assembly proclaiming the charter, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
S10,Guerre,"Scène historique — Soundiata returning from exile with allies","Cinematic historical portrait/scene, Soundiata returning from exile with allies, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","Soundiata returning from exile with allies. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","Soundiata returning from exile with allies, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C01,Contexte,"Carte — map of the Mali Empire at its height","Antique-style historical map, map of the Mali Empire at its height, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the Mali Empire at its height. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the Mali Empire at its height, antique map style, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C02,Ascension,"Carte — map of the Mandé and the campaign toward Kirina","Antique-style historical map, map of the Mandé and the campaign toward Kirina, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the Mandé and the campaign toward Kirina. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the Mandé and the campaign toward Kirina, antique map style, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C03,Guerre,"Carte — map of the Sosso kingdom dominating the Mandé","Antique-style historical map, map of the Sosso kingdom dominating the Mandé, parchment texture, labeled, muted tones, documentary infographic, 16:9","map of the Sosso kingdom dominating the Mandé. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","map of the Sosso kingdom dominating the Mandé, antique map style, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C04,Contre-offensive,"Carte — battle map of Kirina (c. 1235)","Antique-style historical map, battle map of Kirina c. 1235, parchment texture, labeled, muted tones, documentary infographic, 16:9","battle map of Kirina (c. 1235). Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","battle map of Kirina c. 1235, antique map style, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
C05,Chute,"Carte — extent of the Mali Empire after Kirina","Antique-style historical map, extent of the Mali Empire after Kirina, parchment texture, labeled, muted tones, documentary infographic, 16:9","extent of the Mali Empire after Kirina. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","extent of the Mali Empire after Kirina, antique map style, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E01,Chute,"Image émotionnelle — tearful close-up, grief of a people","Cinematic historical portrait/scene, tearful close-up grief of a people, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","tearful close-up, grief of a people. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","tearful close-up grief of a people, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E02,Guerre,"Image émotionnelle — child watching the army pass, awe","Cinematic historical portrait/scene, child watching the army pass awe, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","child watching the army pass, awe. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","child watching the army pass awe, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E03,Chute,"Image émotionnelle — fallen Sosso crown, end of a tyranny","Cinematic historical portrait/scene, fallen Sosso crown end of a tyranny, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","fallen Sosso crown, end of a tyranny. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","fallen Sosso crown end of a tyranny, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E04,Oubli,"Image émotionnelle — broken chains, liberation of the clans","Cinematic historical portrait/scene, broken chains liberation of the clans, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","broken chains, liberation of the clans. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","broken chains liberation of the clans, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
E05,Héritage,"Image émotionnelle — a kora and the flame of memory, griot legacy","Cinematic historical portrait/scene, a kora and the flame of memory griot legacy, Empire du Mali, medieval West African epic realism, dramatic lighting, high detail, photorealistic, --ar 16:9","a kora and the flame of memory, griot legacy. Style: epic historical documentary, volumetric light, muted earthy palette, motion-ready composition, 16:9","a kora and the flame of memory griot legacy, medieval West African epic, cinematic lighting, ultra detailed, dramatic mood --ar 16:9 --style raw"
